,location,total_sqft,bath,price,bhk,encoded_loc
6594,Balagere,1210.0,2,69.0,2,29
6595,Hormavu,965.0,2,37.15,2,103
6596,Kanakpura Road,700.0,1,41.0,2,131
6597,Whitefield,1740.0,3,95.0,3,235
6598,Electronic City Phase II,1310.0,2,37.84,3,78
6599,Sarjapur  Road,1763.25,3,98.0,3,204
6600,Basaveshwara Nagar,1900.0,3,150.0,3,40
6601,JP Nagar,1450.0,2,55.0,3,113
6602,CV Raman Nagar,1836.0,3,148.0,3,57
6603,Others,1160.0,2,75.0,2,184
6604,Hennur Road,1153.0,2,43.0,2,99
6605,Marathahalli,1285.0,2,55.0,2,165
6606,Whitefield,1200.0,3,56.72,3,235
6607,Hormavu,846.5,1,28.275,1,103
6608,Tumkur Road,1240.0,2,79.0,3,224
6609,Others,1294.0,2,52.0,3,184
6610,Others,1095.0,2,45.0,2,184
6611,Electronics City Phase 1,1314.0,2,60.0,2,79
6612,Koramangala,1900.0,2,120.0,3,148
6613,Others,1040.0,2,36.84,2,184
6614,Jakkur,1290.0,2,85.0,2,114
6615,Others,1325.0,2,47.0,3,184
6616,Hormavu,1129.0,2,44.0,2,103
6617,Balagere,1113.0,1,42.295,1,29
6618,Others,1108.0,2,48.0,2,184
6619,Ananth Nagar,810.0,2,25.5,2,18
6620,Others,1155.0,2,65.0,2,184
6621,Rajaji Nagar,3900.0,6,260.0,6,195
6622,Sarjapur  Road,1550.0,2,98.0,3,204
6623,Babusapalaya,1100.0,2,38.0,2,27
6624,Kanakpura Road,1452.0,3,54.2,3,131
6625,Kothanur,1141.0,2,54.0,2,150
6626,Others,1500.0,3,67.49,3,184
6627,Anekal,456.0,1,15.0,1,19
6628,Horamavu Agara,760.0,2,37.49,2,101
6629,Electronic City,800.0,2,32.0,2,77
6630,Choodasandra,1180.0,2,71.22,2,64
6631,Kaggadasapura,775.0,2,29.5,2,122
6632,Others,1060.0,2,42.5,2,184
6633,Yelahanka New Town,1420.0,2,75.0,3,238
6634,Bhoganhalli,2439.0,4,190.0,4,47
6635,Hoodi,1111.0,2,49.43,2,100
6636,Begur Road,1200.0,2,42.0,2,43
6637,Bannerghatta Road,1247.0,2,47.39,2,38
6638,7th Phase JP Nagar,1050.0,2,77.47,2,8
6639,Devanahalli,1550.0,3,85.0,3,69
6640,7th Phase JP Nagar,1270.0,2,80.0,2,8
6641,Balagere,1012.0,2,65.0,2,29
6642,Electronic City,970.0,2,34.0,2,77
6643,Thanisandra,933.0,2,55.0,2,219
6644,Sarjapur,1200.0,3,76.13,3,203
6645,Others,1148.0,2,69.0,2,184
6646,7th Phase JP Nagar,1463.0,2,61.45,3,8
6647,Others,1719.0,3,110.0,3,184
6648,Whitefield,1350.0,2,88.0,2,235
6649,Kaggadasapura,1250.0,2,47.0,3,122
6650,Whitefield,1030.0,2,44.0,2,235
6651,Others,1420.0,3,70.0,3,184
6652,Kanakpura Road,1703.0,3,126.0,3,131
6653,Horamavu Banaswadi,1210.0,2,50.0,2,102
6654,Others,1398.0,3,51.0,3,184
6655,Babusapalaya,1213.0,2,36.37,3,27
6656,Raja Rajeshwari Nagar,1240.0,2,42.04,2,194
6657,Yelahanka,1076.0,2,78.0,2,237
6658,Others,1320.0,2,90.0,2,184
6659,Whitefield,1216.0,2,80.0,2,235
6660,Thanisandra,1100.0,2,42.0,2,219
6661,Thanisandra,1183.0,2,77.3,2,219
6662,Balagere,656.0,1,38.77,1,29
6663,Sarjapur  Road,534.0,1,19.65,1,204
6664,Others,1285.0,2,45.0,3,184
6665,Hegde Nagar,2087.01,4,135.0,3,97
6666,Others,1161.0,2,59.0,2,184
6667,Begur,1306.0,2,65.0,2,42
6668,Others,1504.0,3,67.0,3,184
6669,Balagere,645.0,1,39.0,1,29
6670,Others,1230.0,2,68.0,2,184
6671,Hebbal,1100.0,2,42.0,2,95
6672,Others,1260.0,2,62.0,2,184
6673,Ambalipura,1817.0,3,102.0,3,14
6674,KR Puram,1050.0,2,55.0,2,119
6675,Whitefield,2900.0,4,225.0,4,235
6676,Kasavanhalli,2110.0,4,120.0,3,134
6677,Mysore Road,500.0,1,17.5,1,171
6678,Murugeshpalya,1930.0,3,75.0,3,170
6679,Mahadevpura,1505.0,3,64.0,3,160
6680,Ananth Nagar,890.0,2,27.0,2,18
6681,Others,849.0,2,25.4,2,184
6682,Chikka Tirupathi,1555.0,3,100.0,3,61
6683,KR Puram,1057.0,2,30.0,2,119
6684,7th Phase JP Nagar,1680.0,3,122.0,3,8
6685,Others,799.0,2,35.0,2,184
6686,Sarjapur  Road,1450.0,2,75.0,3,204
6687,Kanakpura Road,1135.0,2,56.74,2,131
6688,HSR Layout,2020.0,3,160.0,3,92
6689,Others,2700.0,4,170.0,5,184
6690,Hosa Road,1730.0,3,72.6,3,104
6691,Dasarahalli,1950.0,3,125.0,3,68
6692,Others,1077.0,2,34.46,2,184
6693,Brookefield,1706.0,3,115.0,3,55
6694,Channasandra,1093.0,2,37.0,2,60
6695,Ambalipura,2750.0,4,142.0,4,14
6696,Whitefield,1340.0,2,101.0,2,235
6697,Sarjapur  Road,984.0,2,59.0,2,204
6698,AECS Layout,1135.0,2,68.0,2,11
6699,Varthur,1155.0,2,39.0,2,227
6700,Kaggalipura,700.0,1,35.0,1,123
6701,Horamavu Agara,1150.0,2,42.0,2,101
6702,Hormavu,1385.0,2,69.25,3,103
6703,Kathriguppe,1335.0,2,73.43,3,136
6704,Bellandur,1015.0,2,60.0,2,44
6705,Banashankari Stage III,3000.0,6,150.0,6,32
6706,Hennur Road,1445.0,2,83.0,3,99
6707,Vasanthapura,1500.0,2,65.0,2,229
6708,Ramamurthy Nagar,1572.0,1,48.0,1,198
6709,KR Puram,1085.0,2,46.5,2,119
6710,Sarjapura - Attibele Road,1330.0,2,49.0,3,205
6711,Ramagondanahalli,845.0,2,45.82,2,197
6712,Ambalipura,1303.0,2,80.0,2,14
6713,Others,1560.0,2,125.0,3,184
6714,Others,1290.0,3,45.33,3,184
6715,9th Phase JP Nagar,1780.0,3,88.0,3,10
6716,Budigere,1636.0,3,83.0,3,56
6717,Hennur,2557.0,2,170.0,4,98
6718,Sector 2 HSR Layout,1332.0,2,101.0,2,206
6719,Kengeri,1192.0,2,53.5,2,139
6720,Uttarahalli,1213.0,2,48.0,2,226
6721,Sarjapur  Road,1489.0,3,88.0,3,204
6722,Sarjapur,1200.0,2,62.0,2,203
6723,Devanahalli,1200.0,2,55.08,3,69
6724,Ananth Nagar,1200.0,2,36.0,2,18
6725,Bannerghatta Road,1650.0,3,94.0,3,38
6726,Ardendale,1224.0,2,67.0,2,21
6727,Gunjur,1235.0,2,52.76,2,88
6728,Yelenahalli,1200.0,2,45.6,2,239
6729,Yelahanka,1342.0,2,75.0,3,237
6730,TC Palaya,1800.0,2,80.0,2,217
6731,Abbigere,1130.0,2,46.33,2,12
6732,Somasundara Palya,1186.0,2,72.0,2,212
6733,Hennur,1295.0,2,64.0,2,98
6734,Bannerghatta Road,905.0,2,65.0,2,38
6735,Hormavu,1165.0,2,40.0,2,103
6736,Kanakpura Road,1328.0,2,107.0,2,131
6737,Others,1485.0,2,110.0,3,184
6738,Uttarahalli,1475.0,2,59.0,3,226
6739,Vidyaranyapura,1175.0,2,35.0,2,230
6740,Hoskote,1395.0,2,63.0,3,106
6741,Hoodi,1064.0,1,42.65,1,100
6742,Electronic City,630.0,1,40.5,1,77
6743,Others,2400.0,4,88.0,4,184
6744,Gottigere,1170.0,2,40.0,2,85
6745,Marathahalli,2500.0,5,181.0,4,165
6746,Gubbalala,1100.0,2,49.5,2,87
6747,Bommasandra Industrial Area,1160.0,2,33.51,2,53
6748,Varthur,1180.0,2,55.0,2,227
6749,Tumkur Road,1441.0,2,95.0,3,224
6750,Others,1115.0,2,50.0,2,184
6751,Yeshwanthpur,1825.0,3,145.0,3,240
6752,Others,1489.0,2,101.0,2,184
6753,Subramanyapura,1278.0,3,62.71,3,215
6754,Hormavu,1065.0,2,50.92,2,103
6755,Whitefield,1190.0,2,64.0,2,235
6756,Koramangala,1130.0,2,63.0,2,148
6757,Banashankari,1430.0,2,87.8,2,30
6758,HRBR Layout,1900.0,3,90.0,4,91
6759,Sarjapur  Road,1104.0,2,34.22,2,204
6760,Begur Road,1240.0,2,45.88,2,43
6761,Choodasandra,1140.0,2,62.0,2,64
6762,KR Puram,1700.0,3,105.0,3,119
6763,Old Airport Road,2658.0,5,189.0,4,182
6764,Others,1600.0,2,90.0,3,184
6765,OMBR Layout,3400.0,4,275.0,4,181
6766,Balagere,645.0,1,41.0,1,29
6767,Hormavu,1046.0,2,60.0,2,103
6768,Thubarahalli,975.0,2,50.0,2,221
6769,ISRO Layout,1050.0,2,51.0,2,109
6770,Others,1200.0,2,38.0,2,184
6771,Others,2996.0,4,200.0,4,184
6772,Others,3400.0,4,200.0,4,184
6773,Parappana Agrahara,1092.0,2,43.0,2,188
6774,Hormavu,1400.0,2,75.0,2,103
6775,Bommanahalli,1416.0,2,85.0,3,51
6776,Electronic City,1100.0,2,41.0,2,77
6777,Kothanur,1760.0,3,110.0,3,150
6778,Marathahalli,3800.0,4,235.0,4,165
6779,Vasanthapura,1037.0,2,36.28,2,229
6780,Yeshwanthpur,1384.0,2,76.18,3,240
6781,Others,551.0,1,30.0,1,184
6782,Sarjapur,900.0,2,27.98,2,203
6783,Anandapura,1415.0,2,74.0,3,17
6784,Others,1400.0,2,44.8,2,184
6785,Kudlu,1030.0,2,75.0,2,151
6786,Anjanapura,1800.0,4,55.0,4,20
6787,Old Madras Road,1210.0,2,77.0,2,183
6788,Vishveshwarya Layout,2000.0,3,90.0,4,232
6789,Others,1780.0,3,100.0,3,184
6790,Panathur,1050.0,2,60.0,2,187
6791,Marathahalli,3951.0,4,230.0,4,165
6792,Bellandur,2500.0,4,112.0,3,44
6793,Others,1050.0,2,49.5,2,184
6794,Anjanapura,1843.0,3,87.54,3,20
6795,Somasundara Palya,1186.0,2,76.0,2,212
6796,Haralur Road,560.0,1,45.0,1,93
6797,Yelahanka,1823.0,3,103.0,3,237
6798,Others,1310.0,3,90.0,3,184
6799,Varthur,1520.0,2,60.0,3,227
6800,Bhoganhalli,1610.0,3,74.03,3,47
6801,Whitefield,1500.0,3,78.57,3,235
6802,LB Shastri Nagar,1400.0,2,80.0,3,155
6803,HRBR Layout,1625.0,3,120.0,3,91
6804,Talaghattapura,1100.0,2,32.0,2,218
6805,Bannerghatta Road,1000.0,2,50.0,2,38
6806,Old Airport Road,2774.0,4,197.0,4,182
6807,Yeshwanthpur,994.0,2,54.67,1,240
6808,Kaggadasapura,1455.0,3,75.0,3,122
6809,Lakshminarayana Pura,1172.0,2,75.0,2,157
6810,Hennur,1935.0,3,102.0,3,98
6811,Rachenahalli,1856.0,3,106.0,3,193
6812,Uttarahalli,900.0,2,35.0,2,226
6813,Raja Rajeshwari Nagar,1757.0,3,98.0,3,194
6814,Kudlu,1027.0,2,44.0,2,151
6815,Whitefield,1626.0,3,85.0,3,235
6816,Hoodi,1559.0,3,81.55,3,100
6817,Amruthahalli,1190.0,2,50.0,2,16
6818,KR Puram,1200.0,2,72.0,2,119
6819,Harlur,1174.0,2,74.0,2,94
6820,Kanakpura Road,1140.0,2,65.0,2,131
6821,Others,1603.0,2,125.0,3,184
6822,Subramanyapura,1278.0,3,70.0,3,215
6823,Banashankari Stage III,1085.0,2,50.0,2,32
6824,Whitefield,1195.0,2,61.36,2,235
6825,Others,450.0,1,30.0,1,184
6826,Kenchenahalli,1165.0,2,45.0,2,138
6827,Kanakpura Road,1452.0,3,60.0,3,131
6828,Sarjapur  Road,702.0,1,52.0,1,204
6829,Banashankari,1020.0,2,42.83,2,30
6830,Devanahalli,1340.0,2,65.0,2,69
6831,Marathahalli,1125.0,2,54.8,2,165
6832,Others,1160.0,2,40.53,2,184
6833,Vidyaranyapura,1050.0,2,50.0,2,230
6834,JP Nagar,1960.0,3,138.0,3,113
6835,Others,1200.0,3,52.0,2,184
6836,Old Airport Road,3496.0,4,262.0,4,182
6837,Electronic City,975.0,2,32.0,2,77
6838,Kudlu,1700.0,3,125.0,3,151
6839,Others,1275.0,2,69.0,2,184
6840,Yeshwanthpur,650.0,1,40.0,1,240
6841,Kasavanhalli,1495.0,2,110.0,2,134
6842,Hebbal,1200.0,2,48.0,2,95
6843,Hennur Road,1679.0,3,94.86,3,99
6844,Kaval Byrasandra,1450.0,3,75.0,3,137
6845,Balagere,1210.0,2,82.0,2,29
6846,Others,1300.0,2,51.0,3,184
6847,Judicial Layout,1165.0,2,49.61,2,118
6848,Channasandra,1115.0,2,35.8,2,60
6849,BTM Layout,450.0,1,20.0,1,26
6850,Electronics City Phase 1,1170.0,2,62.0,2,79
6851,Marathahalli,1700.0,3,126.0,3,165
6852,Malleshpalya,1245.0,2,55.0,2,163
6853,Kanakapura,1017.0,2,66.0,2,130
6854,Sarjapur  Road,1242.0,2,75.0,2,204
6855,Yelahanka,1792.0,3,104.0,3,237
6856,Others,1275.0,3,55.0,3,184
6857,Electronic City,605.0,1,22.0,1,77
6858,Electronics City Phase 1,1450.0,3,79.0,3,79
6859,Bommenahalli,1232.0,3,96.0,3,54
6860,Laggere,1800.0,5,70.0,5,156
6861,Others,900.0,1,52.3,1,184
6862,Kaggadasapura,1200.0,2,40.0,2,122
6863,Uttarahalli,1065.0,2,42.6,2,226
6864,Others,1075.0,2,48.38,2,184
6865,Others,780.0,2,31.0,2,184
6866,Ramagondanahalli,1910.0,3,150.0,3,197
6867,Raja Rajeshwari Nagar,1530.0,3,64.0,3,194
6868,Bhoganhalli,2439.0,5,170.0,4,47
6869,Others,1088.0,2,43.5,2,184
6870,Raja Rajeshwari Nagar,1587.0,3,73.8,3,194
6871,Kaggadasapura,1045.0,2,55.0,2,122
6872,Yelahanka,1304.0,2,69.97,2,237
6873,Whitefield,1100.0,2,65.0,2,235
6874,Hennur Road,1482.0,2,68.9,3,99
6875,Devanahalli,2125.0,3,107.0,3,69
6876,Parappana Agrahara,1194.0,2,45.0,2,188
6877,Kengeri,1200.0,2,42.0,2,139
6878,Others,1070.0,2,32.99,2,184
6879,Whitefield,1100.0,2,46.5,2,235
6880,Whitefield,1270.0,2,65.0,3,235
6881,Others,1000.0,2,31.0,2,184
6882,Vittasandra,1246.0,2,69.0,2,234
6883,Raja Rajeshwari Nagar,1529.0,3,51.77,3,194
6884,Thanisandra,1185.0,2,42.0,2,219
6885,Gubbalala,1060.0,2,46.0,2,87
6886,Ananth Nagar,1319.0,3,37.75,3,18
6887,Kaikondrahalli,991.0,2,64.0,2,124
6888,Thanisandra,662.0,1,38.0,1,219
6889,Others,1400.0,2,78.0,3,184
6890,Talaghattapura,1575.0,3,80.0,3,218
6891,Ananth Nagar,1319.0,3,42.0,3,18
6892,Electronics City Phase 1,940.0,2,48.0,2,79
6893,Bharathi Nagar,1349.0,2,56.7,2,46
6894,HSR Layout,1844.0,3,95.0,3,92
6895,Sarjapur  Road,2275.0,4,185.0,3,204
6896,Bannerghatta,3791.0,2,246.0,4,37
6897,Varthur Road,1140.0,2,49.11,2,228
6898,Banashankari,1372.0,2,48.02,3,30
6899,Others,1455.0,2,45.0,3,184
6900,Hebbal,1100.0,2,38.0,2,95
6901,Others,1475.0,3,80.0,3,184
6902,Kudlu Gate,1850.0,3,120.0,3,152
6903,Marathahalli,1315.0,2,60.0,3,165
6904,Others,1721.0,3,93.0,3,184
6905,Sonnenahalli,1059.0,2,62.0,2,214
6906,Kadubeesanahalli,1184.0,2,55.0,2,120
6907,Others,1480.0,3,75.0,3,184
6908,Kodigehalli,635.0,1,28.0,2,144
6909,JP Nagar,1500.0,2,87.0,4,113
6910,Hosa Road,1143.0,2,34.2,2,104
6911,Kanakpura Road,3170.0,4,250.0,4,131
6912,Kothannur,1485.0,2,59.4,3,149
6913,Hennur,1655.0,2,70.5,3,98
6914,2nd Phase Judicial Layout,900.0,2,41.0,2,3
6915,Others,1163.0,2,68.0,2,184
6916,Hennur Road,1654.0,3,97.8,3,99
6917,Bellandur,1685.0,3,101.0,3,44
6918,Banashankari,1540.0,3,80.0,3,30
6919,Thanisandra,1265.0,2,72.0,2,219
6920,Kasavanhalli,1200.0,2,38.4,3,134
6921,Others,1300.0,2,80.0,3,184
6922,Sultan Palaya,1009.0,2,65.0,2,216
6923,Others,1540.0,3,65.0,3,184
6924,Bellandur,1735.0,3,105.0,3,44
6925,Electronic City,1142.0,2,35.0,2,77
6926,Others,1215.0,2,46.8,3,184
6927,Electronic City,1070.0,2,48.0,2,77
6928,Bommasandra Industrial Area,1125.0,2,32.49,2,53
6929,Kasavanhalli,1575.0,2,85.0,2,134
6930,Hosa Road,1360.0,2,77.61,2,104
6931,Haralur Road,1710.0,3,85.0,3,93
6932,Electronic City Phase II,1200.0,2,34.65,2,78
6933,Bannerghatta Road,2185.0,3,120.0,4,38
6934,Others,2400.0,4,135.0,4,184
6935,Banashankari,1195.0,2,35.84,2,30
6936,Bannerghatta Road,1012.0,2,45.0,2,38
6937,Others,998.0,2,65.0,2,184
6938,7th Phase JP Nagar,1130.0,2,85.0,2,8
6939,Karuna Nagar,1354.0,2,98.0,3,133
6940,Brookefield,1389.0,2,94.0,2,55
6941,Sarjapur,2970.0,3,130.0,4,203
6942,Kaggadasapura,1495.0,3,60.0,3,122
6943,Varthur,1738.0,2,57.35,2,227
6944,Dodda Nekkundi,1315.0,2,50.0,2,70
6945,Marathahalli,1270.0,2,73.0,2,165
6946,Electronic City Phase II,1160.0,2,52.2,2,78
6947,Raja Rajeshwari Nagar,1450.0,2,67.0,3,194
6948,Rayasandra,470.0,1,21.0,1,199
6949,Others,1040.0,2,78.0,2,184
6950,Others,1215.0,2,50.0,3,184
6951,Whitefield,1135.0,2,58.0,2,235
6952,8th Phase JP Nagar,1224.0,2,48.95,3,9
6953,Budigere,664.0,1,34.0,1,56
6954,Electronic City,1160.0,2,42.0,3,77
6955,Bommasandra Industrial Area,1220.0,2,35.2,3,53
6956,Bharathi Nagar,1328.0,2,69.0,2,46
6957,Others,975.0,2,45.0,2,184
6958,Malleshwaram,900.0,2,72.0,2,164
6959,Others,1330.0,2,80.0,2,184
6960,Rajiv Nagar,2330.0,5,175.0,4,196
6961,Munnekollal,1222.0,3,95.0,3,169
6962,Sarjapur  Road,2100.0,3,135.0,3,204
6963,Others,1320.0,2,95.0,3,184
6964,Others,8000.0,5,550.0,5,184
6965,Hosur Road,2000.0,4,130.0,4,107
6966,Electronic City Phase II,1244.0,2,55.0,2,78
6967,Others,1400.0,3,45.0,3,184
6968,Hebbal,3865.0,5,188.0,4,95
6969,Seegehalli,1683.0,3,80.0,3,208
6970,Yelahanka,1250.0,2,54.0,2,237
6971,Kaggalipura,1150.0,2,57.5,3,123
6972,Kaggadasapura,1654.0,3,70.0,3,122
6973,Others,4500.0,3,225.0,4,184
6974,Kasavanhalli,1069.0,2,55.0,2,134
6975,Hormavu,2400.0,3,177.0,3,103
6976,7th Phase JP Nagar,1680.0,3,130.0,3,8
6977,Others,2200.0,2,150.0,4,184
6978,Thanisandra,1595.0,3,105.0,3,219
6979,Hennur Road,1480.0,3,100.0,3,99
6980,Banashankari,1683.0,3,115.0,3,30
6981,Banaswadi,1340.0,2,73.0,2,35
6982,Others,1100.0,3,53.0,3,184
6983,Whitefield,1185.0,2,56.0,2,235
6984,Haralur Road,1730.0,3,95.0,3,93
6985,Hennur Road,1450.0,3,88.6,3,99
6986,Sarjapur  Road,1862.0,4,110.0,3,204
6987,Hoodi,1254.5,1,40.55,1,100
6988,Others,1170.0,2,50.0,2,184
6989,Others,1075.0,2,50.0,2,184
6990,Kodichikkanahalli,1060.0,2,34.0,2,142
6991,Sarjapur,850.0,2,32.0,2,203
6992,Others,935.0,2,45.9,2,184
6993,Gollarapalya Hosahalli,1905.0,3,86.0,4,84
6994,Chikkabanavar,1500.0,4,105.0,4,62
6995,Bannerghatta Road,1725.0,3,85.0,3,38
6996,Others,1120.0,2,36.0,2,184
6997,Brookefield,1750.0,2,75.0,3,55
6998,7th Phase JP Nagar,2000.0,3,77.0,3,8
6999,Koramangala,1745.0,3,98.0,3,148
7000,Uttarahalli,1270.0,2,55.25,3,226
7001,Iblur Village,5384.0,5,420.0,5,111
7002,Sahakara Nagar,1180.0,2,72.0,2,200
7003,Others,1130.0,2,75.0,2,184
7004,Ardendale,1723.0,3,95.0,3,21
7005,Mysore Road,1175.0,2,70.5,2,171
7006,Ambalipura,1607.0,2,112.0,3,14
7007,Others,1334.0,2,62.0,2,184
7008,Vishwapriya Layout,2800.0,5,130.0,5,233
7009,Bannerghatta,1113.0,2,70.0,2,37
7010,9th Phase JP Nagar,1300.0,2,58.0,3,10
7011,Sahakara Nagar,1200.0,2,60.0,2,200
7012,Whitefield,2956.0,5,234.0,4,235
7013,Panathur,1398.0,2,97.0,2,187
7014,Margondanahalli,1152.0,1,66.0,2,166
7015,Nagavara,1110.0,2,44.95,2,176
7016, Devarachikkanahalli,1116.0,2,47.0,2,0
7017,Babusapalaya,1061.0,2,33.84,2,27
7018,Yelahanka,1270.0,2,57.0,2,237
7019,Others,966.0,2,50.0,2,184
7020,Others,1630.0,3,131.0,3,184
7021,Amruthahalli,1202.0,2,65.0,2,16
7022,Jakkur,1300.0,2,80.0,2,114
7023,Electronic City,1360.0,2,70.0,3,77
7024,Hennur Road,1155.0,2,69.18,2,99
7025,Hulimavu,1011.0,2,38.0,2,108
7026,HSR Layout,1203.0,2,72.0,2,92
7027,Hebbal,1645.0,3,113.0,3,95
7028,Horamavu Agara,1364.0,2,50.0,3,101
7029,Others,1050.0,2,41.0,1,184
7030,Kothanur,1365.0,3,66.0,3,150
7031,Jigani,1252.0,3,70.0,3,117
7032,Panathur,1065.0,2,58.0,2,187
7033,Sahakara Nagar,1032.0,2,45.0,2,200
7034,Sector 2 HSR Layout,1515.0,2,69.0,3,206
7035,Others,1427.0,2,52.0,2,184
7036,Magadi Road,940.0,2,50.0,2,159
7037,Bannerghatta Road,1460.0,2,80.0,3,38
7038,Sarjapur  Road,2275.0,4,175.0,3,204
7039,9th Phase JP Nagar,1522.0,3,90.0,3,10
7040,Thanisandra,1185.0,2,42.67,2,219
7041,Banashankari,1800.0,3,125.0,3,30
7042,Electronics City Phase 1,940.0,2,44.0,2,79
7043,Marathahalli,1530.0,3,71.0,3,165
7044,Others,1050.0,2,48.0,2,184
7045,Subramanyapura,929.0,2,49.0,2,215
7046,Banjara Layout,3750.0,5,145.0,4,36
7047,Whitefield,1530.0,3,75.0,3,235
7048,Others,900.0,2,48.0,2,184
7049,Vasanthapura,978.0,2,34.22,2,229
7050,Ambalipura,770.0,1,43.82,1,14
7051,Kaval Byrasandra,1066.0,2,55.0,2,137
7052,Whitefield,1015.0,2,45.0,2,235
7053,Hebbal,1175.0,2,54.05,2,95
7054,Vidyaranyapura,1188.0,2,50.0,2,230
7055,Others,620.0,1,25.0,1,184
7056,Others,1210.0,2,75.0,2,184
7057,Rajaji Nagar,1500.0,2,99.0,3,195
7058,Thanisandra,1185.0,2,43.66,2,219
7059,Basavangudi,1600.0,3,130.0,3,39
7060,Yelahanka,1300.0,2,69.23,2,237
7061,Kasavanhalli,1100.0,2,68.0,2,134
7062,Ambalipura,860.0,2,28.93,2,14
7063,Panathur,1007.0,2,64.0,2,187
7064,Akshaya Nagar,1100.0,2,48.0,2,13
7065,Whitefield,1187.0,2,38.0,2,235
7066,R.T. Nagar,1150.0,2,72.0,2,192
7067,Others,1180.0,2,41.94,2,184
7068,Budigere,1820.0,3,85.2,3,56
7069,KR Puram,3628.0,4,246.0,4,119
7070,Others,1430.0,3,70.0,3,184
7071,Others,1200.0,1,70.0,2,184
7072,Old Madras Road,1165.0,2,40.77,2,183
7073,Jalahalli,1569.0,3,118.0,3,115
7074,Others,1950.0,4,95.0,3,184
7075,Others,1200.0,3,70.0,2,184
7076,Yelahanka New Town,2437.0,3,125.0,3,238
7077,Marathahalli,950.0,2,46.7,2,165
7078,Bellandur,1685.0,3,115.0,3,44
7079,Green Glen Layout,3270.0,4,205.0,4,86
7080,Others,1130.0,2,68.0,2,184
7081,Whitefield,2247.0,3,145.0,3,235
7082,Marathahalli,1550.0,3,85.0,3,165
7083,Hoodi,1715.0,2,100.0,3,100
7084,Hennur Road,1053.0,2,53.0,2,99
7085,Begur Road,1200.0,3,50.0,3,43
7086,Chikkabanavar,2400.0,4,97.0,5,62
7087,Others,1245.0,1,60.0,2,184
7088,Whitefield,3940.0,5,265.0,4,235
7089,Thanisandra,1241.0,2,65.0,3,219
7090,Others,1390.0,2,50.0,3,184
7091,Kanakpura Road,1100.0,2,52.97,3,131
7092,Koramangala,1350.0,2,103.0,2,148
7093,Sarjapur  Road,1787.0,3,116.0,3,204
7094,Sarjapur  Road,1691.0,3,93.01,3,204
7095,Chikka Tirupathi,2325.0,3,95.0,3,61
7096,Akshaya Nagar,1896.0,3,102.0,3,13
7097,Banashankari Stage V,1540.0,3,48.51,3,33
7098,Others,1244.0,2,95.0,2,184
7099,Hormavu,1365.0,2,65.0,3,103
7100,Thanisandra,580.0,1,27.5,1,219
7101,8th Phase JP Nagar,1513.0,2,62.0,2,9
7102,Banashankari,1175.0,2,41.13,2,30
7103,Thanisandra,2087.0,4,139.0,3,219
7104,Talaghattapura,2273.0,3,145.0,3,218
7105,Thanisandra,2050.0,3,150.0,3,219
7106,Whitefield,1190.0,2,59.0,2,235
7107,Thigalarapalya,1830.0,3,133.0,3,220
7108,Sarjapur  Road,1028.0,2,56.0,2,204
7109,Whitefield,1160.0,2,67.0,2,235
7110,Mahadevpura,1505.0,3,78.0,3,160
7111,Sarjapur,1175.0,2,41.68,2,203
7112,Others,1100.0,2,57.6,2,184
7113,Devanahalli,1230.0,2,56.45,2,69
7114,Others,3100.0,6,165.0,5,184
7115,Others,1340.0,2,71.0,2,184
7116,Banashankari,1750.0,2,89.0,3,30
7117,Banashankari Stage II,1400.0,2,100.0,2,31
7118,Nagarbhavi,1350.0,3,60.0,3,174
7119,Others,1675.0,3,62.0,3,184
7120,Thanisandra,1340.0,2,66.33,2,219
7121,Hulimavu,1276.0,2,76.0,2,108
7122,Ramagondanahalli,1738.0,2,76.0,3,197
7123,Others,1190.0,2,59.9,2,184
7124,Electronic City,1128.0,2,65.45,2,77
7125,Others,1250.0,2,55.0,2,184
7126,Others,1450.0,2,90.0,2,184
7127,Kudlu,1084.0,2,53.0,2,151
7128,Kaggadasapura,2150.0,4,90.0,4,122
7129,Hosur Road,1250.0,2,65.0,2,107
7130,Begur,1304.0,3,65.0,3,42
7131,7th Phase JP Nagar,980.0,2,77.44,2,8
7132,Others,1275.0,2,49.5,2,184
7133,Banjara Layout,2500.0,4,140.0,3,36
7134,Others,3600.0,4,225.0,4,184
7135,Anekal,2400.0,4,95.0,3,19
7136,Kanakpura Road,1450.0,2,70.18,3,131
7137,Electronic City,890.0,2,40.0,2,77
7138,Bannerghatta Road,1340.0,2,85.0,2,38
7139,Vidyaranyapura,1100.0,2,75.0,3,230
7140,Kengeri,750.0,2,40.0,2,139
7141,Akshaya Nagar,1300.0,2,66.0,2,13
7142,Others,1900.0,2,92.0,3,184
7143,Kanakpura Road,1299.0,2,105.0,2,131
7144,Others,925.0,2,55.0,2,184
7145,Others,3900.0,3,250.0,3,184
7146,Uttarahalli,1107.0,2,45.0,2,226
7147,Electronics City Phase 1,1300.0,2,67.0,2,79
7148,Others,1715.0,3,95.0,3,184
7149,Uttarahalli,1200.0,2,55.0,2,226
7150,Marathahalli,1144.0,2,65.0,2,165
7151,Kanakpura Road,525.0,1,26.01,1,131
7152,Others,1400.0,2,56.0,3,184
7153,Balagere,661.0,1,33.0,1,29
7154,Yelahanka,1705.0,3,91.0,3,237
7155,Kadugodi,1430.0,2,55.0,3,121
